Name,RegNr,Beschäftigte,Betrag,GeschäftsjahrStart,GeschäftsjahrEnde,Interessen,Tätigkeit,Ersteintrag,LetzteÄnd
Deutsche Unternehmensinitiative Energieeffizienz e. V. (DENEFF),R000255,15,395000,2022-01-01,2022-12-01,"Allgemeine Energiepolitik; Energienetze; Erneuerbare Energien; Sonstiges im Bereich ""Energie""; EU-Gesetzgebung; Sonstiges im Bereich ""Europapolitik und Europäische Union""; Öffentliche Finanzen, Steuern und Abgaben; Bauwesen und Bauwirtschaft; Stadtentwicklung; Wohnen; Sonstiges im Bereich ""Raumordnung, Bau- und Wohnungswesen""; Öffentliches Recht; Zivilrecht; Immissionsschutz; Klimaschutz; Nachhaltigkeit und Ressourcenschutz; Sonstiges im Bereich ""Umwelt""; Handwerk; Industriepolitik; Kleine und mittlere Unternehmen; Verbraucherschutz; Sonstiges im Bereich ""Wirtschaft""; Wissenschaft, Forschung und Technologie","Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen) (GL2022)",02.02.2022,28.11.2023
Deutsche Vereinigung für Wasserwirtschaft Abwasser und Abfall e.V.,R001008,5,115000,2022-01-01,2022-12-01,"Berufliche Bildung; Sonstiges im Bereich ""Bildung und Erziehung""; Entwicklungspolitik; EU-Gesetzgebung; Bevölkerungsschutz und Katastrophenhilfe; Cybersicherheit; Land- und Forstwirtschaft; Sonstiges im Bereich ""Landwirtschaft und Ernährung""; Sonstiges im Bereich ""Raumordnung, Bau- und Wohnungswesen""; Öffentliches Recht; Immissionsschutz; Klimaschutz; Nachhaltigkeit und Ressourcenschutz; Sonstiges im Bereich ""Umwelt""; Wissenschaft, Forschung und Technologie; Wasserwirtschaft, Gewässerschutz, Abwasserbeseitigung, Bodenschutz, Abfall, Hochwasservorsorge","Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen) (GL2022)",23.02.2022,04.01.2024
Deutsche Vermögensberatung Aktiengesellschaft DVAG,R005553,5,495000,2022-01-01,2022-12-01,"Öffentliche Finanzen, Steuern und Abgaben; Öffentliches Recht; Zivilrecht; Sonstiges im Bereich ""Recht""; Krankenversicherung; Pflegeversicherung; Rente /Alterssicherung; Sonstiges im Bereich ""Soziale Sicherung""; Bank- und Finanzwesen; Handel und Dienstleistungen; Kleine und mittlere Unternehmen; Verbraucherschutz; Versicherungswesen; Wettbewerbsrecht; Sonstiges im Bereich ""Wirtschaft""; Alle Themen im Umfeld der beruflichen Selbstständigkeit.",Unternehmen,20.12.2022,20.12.2023
Deutsche Welthungerhilfe e.V.,R002122,25,435000,2022-01-01,2022-12-01,Entwicklungspolitik,"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen) (GL2022)",28.02.2022,02.02.2024
Deutscher Abbruchverband e.V.,R003926,5,125000,2022-01-01,2022-12-01,Arbeitsrecht/Arbeitsbedingungen; Berufliche Bildung; Bauwesen und Bauwirtschaft; Nachhaltigkeit und Ressourcenschutz; Verkehrsinfrastruktur,Arbeitgeberverband,30.03.2022,14.06.2023
Deutscher Angelfischerverband e.V.,R000462,5,195000,2022-01-01,2022-12-01,"Sonstiges im Bereich ""Bildung und Erziehung""; EU- Gesetzgebung; Sonstiges im Bereich ""Europapolitik und Europäische Union""; Sonstiges im Bereich ""Gesellschaftspolitik und soziale Gruppen""; Sonstiges im Bereich ""Gesundheit""; Fischerei /Aquakultur; Sonstiges im Bereich ""Landwirtschaft und Ernährung""; Breitensport; Tourismus; Artenschutz/Biodiversität; Nachhaltigkeit und Ressourcenschutz; Tierschutz; Schifffahrt; Verkehrsinfrastruktur; Wissenschaft, Forschung und Technologie","Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen) (GL2022)",14.02.2022,04.05.2023
Deutscher Anwaltverein e.V.,R000952,65,1515000,2022-01-01,2022-12-01,"Öffentliches Recht; Rechtspolitik; Strafrecht; Zivilrecht; Sonstiges im Bereich ""Recht""",Berufsverband,23.02.2022,26.09.2023
Deutscher Asphaltverband e.V.,R003017,5,115000,2022-01-01,2022-12-01,"Sonstiges im Bereich ""Arbeit und Beschäftigung""; Allgemeine Energiepolitik; Bauwesen und Bauwirtschaft; Sonstiges im Bereich ""Raumordnung, Bau- und Wohnungswesen""; Immissionsschutz; Klimaschutz; Nachhaltigkeit und Ressourcenschutz; Straßenverkehr; Verkehrsinfrastruktur; Verkehrspolitik; Industriepolitik; Sonstiges im Bereich ""Wirtschaft""; Wissenschaft, Forschung und Technologie",Wirtschaftsverband oder Gewerbeverband/-verein,07.03.2022,07.12.2023
Deutscher Bauernverband e.V.,R002175,35,3825000,2022-01-01,2022-12-01,"Arbeitsrecht/Arbeitsbedingungen; Internationale Beziehungen; Außenwirtschaft; Berufliche Bildung; Hochschulbildung; Allgemeine Energiepolitik; Energienetze; Erneuerbare Energien; Sonstiges im Bereich ""Energie""; Entwicklungspolitik; EU- Binnenmarkt; EU-Gesetzgebung; Land- und Forstwirtschaft; Lebensmittelsicherheit; Sonstiges im Bereich ""Landwirtschaft und Ernährung""; Öffentliche Finanzen, Steuern und Abgaben; Bauwesen und Bauwirtschaft; Ländlicher Raum; Zivilrecht; Sonstiges im Bereich ""Recht""; Artenschutz /Biodiversität; Immissionsschutz; Klimaschutz; Nachhaltigkeit und Ressourcenschutz; Tierschutz; Sonstiges im Bereich ""Umwelt""; Güterverkehr; Verkehrsinfrastruktur; Verbraucherschutz; Wettbewerbsrecht",Berufsverband,28.02.2022,02.08.2023
Deutscher Behindertenrat,R002273,1,175000,2022-01-01,2023-01-01,Rechte von Menschen mit Behinderung,"Nichtstaatliche Organisation (Nichtregierungsorganisation, Plattform oder Netzwerk) (GL2022)",28.02.2022,25.07.2023
Deutscher Berufsverband der Hals-Nasen-Ohrenärzte e.V.,R000412,15,75000,2022-01-01,2022-12-01,Berufliche Bildung; Gesundheitsversorgung,Berufsverband,11.02.2022,07.08.2023
Deutscher Blinden- und Sehbehindertenverband e. V.,R003998,5,165000,2022-01-01,2022-12-01,Rechte von Menschen mit Behinderung,"Nichtstaatliche Organisation (Nichtregierungsorganisation, Plattform oder Netzwerk) (GL2022)",02.04.2022,29.06.2023
Deutscher Brauer-Bund e.V.,R000424,5,725000,2022-01-01,2022-12-01,"EU-Binnenmarkt; EU-Gesetzgebung; Sonstiges im Bereich ""Gesundheit""; Lebensmittelsicherheit; Lebens- und Genussmittelindustrie; Sonstiges im Bereich ""Recht""; Klimaschutz; Nachhaltigkeit und Ressourcenschutz; Handel und Dienstleistungen; Handwerk; Industriepolitik; Kleine und mittlere Unternehmen; Verbraucherschutz; Wettbewerbsrecht; Wissenschaft, Forschung und Technologie",Wirtschaftsverband oder Gewerbeverband/-verein,11.02.2022,28.06.2023
Deutscher Braunkohlen-Industrie-Verein e.V.,R000497,5,345000,2022-01-01,2022-12-01,Arbeitsrecht/Arbeitsbedingungen; Allgemeine Energiepolitik; Fossile Energien; Artenschutz/Biodiversität; Immissionsschutz; Klimaschutz; Nachhaltigkeit und Ressourcenschutz; Industriepolitik,Wirtschaftsverband oder Gewerbeverband/-verein,15.02.2022,19.01.2024
Deutscher Brownfield Verband e.V.,R002527,1,55000,2023-01-01,2023-12-01,"Bauwesen und Bauwirtschaft; Stadtentwicklung; Sonstiges im Bereich ""Raumordnung, Bau- und Wohnungswesen""; Nachhaltigkeit und Ressourcenschutz",Privatrechtliche Organisation,01.03.2022,05.04.2024
"Deutscher Bundesverband der Atem-, Sprech- und Stimmlehrer/innen",R005455,1,45000,2022-01-01,2022-12-01,"Arbeitsmarkt; Arbeitsrecht/Arbeitsbedingungen; Sonstiges im Bereich ""Arbeit und Beschäftigung""; Auswärtige Kultur- und Bildungspolitik; Berufliche Bildung; Hochschulbildung; Schulische Bildung; Vorschulische Bildung; Sonstiges im Bereich ""Bildung und Erziehung""; EU-Gesetzgebung; Diversitätspolitik; Kinder- und Jugendpolitik; Rechte von Menschen mit Behinderung; Seniorenpolitik; Gesundheitsförderung; Gesundheitsversorgung; Pflege; Sonstiges im Bereich ""Gesundheit""; Datenschutz und Informationssicherheit; Digitalisierung; Krankenversicherung; Pflegeversicherung; Unfallversicherung; Kleine und mittlere Unternehmen; Wissenschaft, Forschung und Technologie",Berufsverband,15.11.2022,27.06.2023
Deutscher Bundesverband der Epithetiker e.V. (dbve),R005330,1,25000,2023-01-01,2023-12-01,"Arbeitsmarkt; Parlamentarisches Verfahren; Gesundheitsversorgung; Sonstiges im Bereich ""Gesundheit""; Politisches Leben, Parteien; Sonstiges im Bereich ""Recht""; Krankenversicherung; Unfallversicherung; Sonstiges im Bereich ""Soziale Sicherung""; Wissenschaft, Forschung und Technologie",Berufsverband,12.10.2022,10.04.2024
Deutscher Bundesverband für Logopädie e.V. (dbl),R000449,15,645000,2022-01-01,2022-12-01,"Arbeitsrecht/Arbeitsbedingungen; Internationale Beziehungen; Berufliche Bildung; Hochschulbildung; Schulische Bildung; Vorschulische Bildung; Sonstiges im Bereich ""Bildung und Erziehung""; Kinder- und Jugendpolitik; Rechte von Menschen mit Behinderung; Seniorenpolitik; Sonstiges im Bereich ""Gesellschaftspolitik und soziale Gruppen""; Gesundheitsförderung; Gesundheitsversorgung; Pflege; Sonstiges im Bereich ""Gesundheit""; Datenschutz und Informationssicherheit; Digitalisierung; Krankenversicherung; Pflegeversicherung; Kleine und mittlere Unternehmen; Wissenschaft, Forschung und Technologie",Berufsverband,14.02.2022,30.06.2023
Deutscher Bundesverband für akademische Sprachtherapie und,R002882,1,295000,2022-01-01,2022-12-01,"Hochschulbildung; Gesundheitsförderung; Gesundheitsversorgung; Sonstiges im Bereich ""Gesundheit""",Berufsverband,04.03.2022,27.03.2024
Deutscher Caritasverband e. V.,R000896,75,1825000,2022-01-01,2022-12-01,"Arbeitsmarkt; Arbeitsrecht/Arbeitsbedingungen; Sonstiges im Bereich ""Arbeit und Beschäftigung""; Internationale Beziehungen; Menschenrechte; Berufliche Bildung; Schulische Bildung; Vorschulische Bildung; Sonstiges im Bereich ""Bildung und Erziehung""; Parlamentarisches Verfahren; Wahlrecht; Sonstiges im Bereich ""Bundestag""; Gewährleistung gleichwertiger Lebensverhältnisse; Allgemeine Energiepolitik; Entwicklungspolitik; EU-Binnenmarkt; EU-Gesetzgebung; Institutionelle Fragen der EU; Diversitätspolitik; Familienpolitik; Geschlechterpolitik; Kinder- und Jugendpolitik; Rechte von Menschen mit Behinderung; Religion/Weltanschauung; Seniorenpolitik; Sonstiges im Bereich ""Gesellschaftspolitik und soziale Gruppen""; Arzneimittel; Gesundheitsförderung; Gesundheitsversorgung; Pflege; Sonstiges im Bereich ""Gesundheit""; Bevölkerungsschutz und Katastrophenhilfe; Extremismusbekämpfung; Opferschutz; Lebensmittelsicherheit; Lebens- und Genussmittelindustrie; Sonstiges im Bereich ""Landwirtschaft und Ernährung""; Datenschutz und Informationssicherheit; Digitalisierung; Internetpolitik; Kommunikations- und Informationstechnik; Massenmedien; Meinungs- und Pressefreiheit; Urheberrecht; Werbung; Sonstiges im Bereich ""Medien, Kommunikation und Informationstechnik""; Asyl und Flüchtlingsschutz; Ausländer- und Aufenthaltsrecht; Integration; Migration; Sonstiges im Bereich ""Migration, Flüchtlingspolitik und Integration""; Öffentliche Finanzen, Steuern und Abgaben; Politisches Leben, Parteien; Ländlicher Raum; Stadtentwicklung; Wohnen; Öffentliches Recht; Rechtspolitik; Strafrecht; Zivilrecht; Sonstiges im Bereich ""Recht""; Arbeitslosenversicherung; Grundsicherung; Krankenversicherung; Pflegeversicherung; Rente/Alterssicherung; Unfallversicherung; Sonstiges im Bereich ""Soziale Sicherung""; Verwaltungstransparenz/Open Government; Sonstiges im Bereich ""Staat und Verwaltung""; Klimaschutz; Nachhaltigkeit und Ressourcenschutz; Personenverkehr; Verkehrsinfrastruktur; Verkehrspolitik; Kleine und mittlere Unternehmen; Verbraucherschutz; Versicherungswesen; Wettbewerbsrecht","Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen) (GL2022)",22.02.2022,28.02.2024
Deutscher Energieholz- und Pellet-Verband (DEPV),R002566,5,105000,2022-01-01,2022-12-01,Allgemeine Energiepolitik; Erneuerbare Energien; EU- Binnenmarkt; EU-Gesetzgebung; Land- und Forstwirtschaft; Bauwesen und Bauwirtschaft; Wohnen; Immissionsschutz; Klimaschutz; Nachhaltigkeit und Ressourcenschutz; Handwerk; Verbraucherschutz,Wirtschaftsverband oder Gewerbeverband/-verein,02.03.2022,09.04.2024
Deutscher Evangelischer Krankenhausverband e. V.,R003048,1,155000,2022-01-01,2022-12-01,Gesundheitsversorgung,Privatrechtliche Organisation mit Anerkennung der Gemeinnützigkeit nach Abgabenordnung,07.03.2022,22.03.2024
Deutscher Fleischer-Verband e.V.,R004605,5,125000,2022-01-01,2022-12-01,"Arbeitsmarkt; Arbeitsrecht/Arbeitsbedingungen; Sonstiges im Bereich ""Arbeit und Beschäftigung""; Berufliche Bildung; Sonstiges im Bereich ""Bildung und Erziehung""; Parlamentarisches Verfahren; Allgemeine Energiepolitik; EU-Binnenmarkt; EU- Gesetzgebung; Land- und Forstwirtschaft; Lebensmittelsicherheit; Lebens- und Genussmittelindustrie; Sonstiges im Bereich ""Landwirtschaft und Ernährung""; Öffentliche Finanzen, Steuern und Abgaben; Ländlicher Raum; Stadtentwicklung; Öffentliches Recht; Sonstiges im Bereich ""Recht""; Unfallversicherung; Immissionsschutz; Klimaschutz; Nachhaltigkeit und Ressourcenschutz; Tierschutz; Handel und Dienstleistungen; Handwerk; Kleine und mittlere Unternehmen; Wettbewerbsrecht; Wissenschaft, Forschung und Technologie",Wirtschaftsverband oder Gewerbeverband/-verein,20.05.2022,31.05.2023
Deutscher Forstwirtschaftsrat e.V. (DFWR),R002126,15,455000,2022-01-01,2022-12-01,"Außenpolitik; Internationale Beziehungen; Sonstiges im Bereich ""Außenpolitik und internationale Beziehungen""; Erneuerbare Energien; EU-Binnenmarkt; EU-Gesetzgebung; Land- und Forstwirtschaft; Artenschutz/Biodiversität; Klimaschutz; Nachhaltigkeit und Ressourcenschutz; Kleine und mittlere Unternehmen; Wissenschaft, Forschung und Technologie","Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen) (GL2022)",28.02.2022,20.04.2023
Deutscher Franchiseverband,R001273,5,205000,2022-01-01,2022-12-01,"Handel und Dienstleistungen; Handwerk; Kleine und mittlere Unternehmen; Wettbewerbsrecht; Sonstiges im Bereich ""Wirtschaft""",Wirtschaftsverband oder Gewerbeverband/-verein,24.02.2022,21.07.2023
Deutscher Frauenrat e.V.,R002377,15,225000,2022-01-01,2022-12-01,"Arbeitsmarkt; Arbeitsrecht/Arbeitsbedingungen; Außenpolitik; Internationale Beziehungen; Menschenrechte; Sonstiges im Bereich ""Bildung und Erziehung""; Allgemeine Energiepolitik; Entwicklungspolitik; EU-Gesetzgebung; Gemeinsame Außen- und Sicherheitspolitik der EU; Diversitätspolitik; Familienpolitik; Geschlechterpolitik; Gesundheitsversorgung; Pflege; Kriminalitätsbekämpfung; Opferschutz; Digitalisierung; Asyl und Flüchtlingsschutz; Ausländer- und Aufenthaltsrecht; Integration; Migration; Öffentliche Finanzen, Steuern und Abgaben; Politisches Leben, Parteien; Stadtentwicklung; Wohnen; Sonstiges im Bereich ""Recht""; Arbeitslosenversicherung; Grundsicherung; Krankenversicherung; Pflegeversicherung; Rente/Alterssicherung; Sonstiges im Bereich ""Soziale Sicherung""; Klimaschutz; Wissenschaft, Forschung und Technologie","Nichtstaatliche Organisation (Nichtregierungsorganisation, Plattform oder Netzwerk) (GL2022)",28.02.2022,23.11.2023
Deutscher Fußball-Bund,R002938,5,335000,2022-01-01,2022-12-01,Breitensport; Profisport,"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen) (GL2022)",04.03.2022,22.03.2023
Deutscher Großhandelsverband Haustechnik e.V. (DG Haustechnik),R003028,5,145000,2022-01-01,2022-12-01,"Außenwirtschaft; Berufliche Bildung; Allgemeine Energiepolitik; Erneuerbare Energien; Sonstiges im Bereich ""Energie""; EU-Binnenmarkt; EU- Gesetzgebung; Sonstiges im Bereich ""Europapolitik und Europäische Union""; Datenschutz und Informationssicherheit; Digitalisierung; Wohnen; Zivilrecht; Sonstiges im Bereich ""Recht""; Klimaschutz; Nachhaltigkeit und Ressourcenschutz; Handel und Dienstleistungen; Handwerk; Kleine und mittlere Unternehmen; Wettbewerbsrecht; Sonstiges im Bereich ""Wirtschaft""",Wirtschaftsverband oder Gewerbeverband/-verein,07.03.2022,09.06.2023
Deutscher Handwerkskammertag,R002270,75,1515000,2022-01-01,2022-12-01,Fachübergreifende Interessenvereinigung des deutschen Handwerks,Wirtschaftsverband oder Gewerbeverband/-verein,28.02.2022,18.07.2023
Deutscher Hebammenverband,R000395,5,745000,2022-01-01,2022-12-01,"Berufliche Bildung; Hochschulbildung; Gesundheitsversorgung; Sonstiges im Bereich ""Gesundheit""",Berufsverband,10.02.2022,13.07.2023
Deutscher Hochschulverband,R003787,75,8545000,2022-01-01,2022-12-01,"Wissenschaft, Forschung und Technologie; Berufsvertretung der Wissenschaftlerinnen und Wissenschaftler in Deutschland",Berufsverband,24.03.2022,23.08.2023
Deutscher Hotel- und Gaststättenverband e.V. (DEHOGA,R001044,15,735000,2022-01-01,2022-12-01,"Arbeitsmarkt; Arbeitsrecht/Arbeitsbedingungen; Sonstiges im Bereich ""Arbeit und Beschäftigung""; Berufliche Bildung; Parlamentarisches Verfahren; Sonstiges im Bereich ""Bundestag""; Allgemeine Energiepolitik; EU-Gesetzgebung; Lebensmittelsicherheit; Lebens- und Genussmittelindustrie; Sonstiges im Bereich ""Landwirtschaft und Ernährung""; Digitalisierung; Urheberrecht; Ausländer- und Aufenthaltsrecht; Integration; Migration; Öffentliche Finanzen, Steuern und Abgaben; Sonstiges im Bereich ""Recht""; Krankenversicherung; Rente/Alterssicherung; Tourismus; Klimaschutz; Nachhaltigkeit und Ressourcenschutz; Verkehrsinfrastruktur; Verkehrspolitik; Handel und Dienstleistungen; Kleine und mittlere Unternehmen; Verbraucherschutz; Wettbewerbsrecht; Sonstiges im Bereich ""Wirtschaft""; Mittelstandspolitik",Wirtschaftsverband oder Gewerbeverband/-verein,23.02.2022,24.11.2023
Deutscher Kulturrat e.V.,R001881,15,1395000,2022-01-01,2022-12-01,"Arbeitsmarkt; Auswärtige Kultur- und Bildungspolitik; Diversitätspolitik; Geschlechterpolitik; Rechte von Menschen mit Behinderung; Kultur; Digitalisierung; Internetpolitik; Meinungs- und Pressefreiheit; Urheberrecht; Integration; Arbeitslosenversicherung; Grundsicherung; Krankenversicherung; Pflegeversicherung; Rente /Alterssicherung; Klimaschutz; Nachhaltigkeit und Ressourcenschutz; Kleine und mittlere Unternehmen; Wissenschaft, Forschung und Technologie","Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen) (GL2022)",28.02.2022,20.07.2023
Deutscher LandFrauenverband e. V. (dlv),R001240,1,225000,2022-01-01,2022-12-01,"Arbeitsrecht/Arbeitsbedingungen; Sonstiges im Bereich ""Bildung und Erziehung""; EU-Binnenmarkt; EU-Gesetzgebung; Familienpolitik; Geschlechterpolitik; Seniorenpolitik; Gesundheitsförderung; Gesundheitsversorgung; Pflege; Cybersicherheit; Extremismusbekämpfung; Opferschutz; Land- und Forstwirtschaft; Lebensmittelsicherheit; Lebens- und Genussmittelindustrie; Datenschutz und Informationssicherheit; Digitalisierung; Ländlicher Raum; Grundsicherung; Rente/Alterssicherung; Artenschutz/Biodiversität; Klimaschutz; Nachhaltigkeit und Ressourcenschutz; Tierschutz; Personenverkehr; Verkehrsinfrastruktur; Verkehrspolitik; Verbraucherschutz",Privatrechtliche Organisation mit Anerkennung der Gemeinnützigkeit nach Abgabenordnung,24.02.2022,16.04.2024
Deutscher Mieterbund e.V. (DMB),R002288,5,235000,2022-01-01,2022-12-01,Erneuerbare Energien; EU-Gesetzgebung; Bauwesen und Bauwirtschaft; Ländlicher Raum; Stadtentwicklung; Wohnen; Öffentliches Recht; Zivilrecht; Klimaschutz; Verbraucherschutz,"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen) (GL2022)",28.02.2022,30.06.2023
Deutscher Mittelstands-Bund (DMB) e.V.,R002505,15,55000,2022-01-01,2022-12-01,"Arbeitsmarkt; Sonstiges im Bereich ""Arbeit und Beschäftigung""; Außenpolitik; Internationale Beziehungen; Sonstiges im Bereich ""Außenpolitik und internationale Beziehungen""; Außenwirtschaft; Berufliche Bildung; Sonstiges im Bereich ""Bildung und Erziehung""; Parlamentarisches Verfahren; Allgemeine Energiepolitik; Energienetze; Erneuerbare Energien; EU-Binnenmarkt; EU-Gesetzgebung; Cybersicherheit; Datenschutz und Informationssicherheit; Digitalisierung; Internetpolitik; Öffentliche Finanzen, Steuern und Abgaben; Politisches Leben, Parteien; Sonstiges im Bereich ""Soziale Sicherung""; Immissionsschutz; Klimaschutz; Nachhaltigkeit und Ressourcenschutz; Verkehrsinfrastruktur; Verkehrspolitik; Bank- und Finanzwesen; E-Commerce; Handel und Dienstleistungen; Handwerk; Industriepolitik; Kleine und mittlere Unternehmen; Verbraucherschutz; Wettbewerbsrecht; Wissenschaft, Forschung und Technologie",Wirtschaftsverband oder Gewerbeverband/-verein,01.03.2022,29.12.2023
