Name,RegNr,Ersteintrag,LetzteÄnd,Tätigkeit,Interessen,FinanzAufw,Betrag,Geschäftsjahr,VollzeitEquiv,Regelungen,Stellungnahmen,GrundVerweig,Beschäftigte,Auftraggeber
TPS-Technitube Röhrenwerke GmbH,R005066,17.08.2022,04.04.2024,Unternehmen,Handel und Dienstleistungen; Industriepolitik; Wettbewerbsrecht,,1 bis 10.000 Euro,01/23 bis 12/23,0.01,,,,,
Büchel ist überall! atomwaffenfrei.jetzt,R005065,17.08.2022,10.07.2023,"Nichtstaatliche Organisation (Nichtregierungsorganisation, Plattform oder Netzwerk) (GL2022)","Außenpolitik; Sonstiges im Bereich ""Außenpolitik und internationale Beziehungen""; Bundeswehrangelegenheiten; Rüstungsangelegenheiten; Verteidigungspolitik",Angabe verweigert,,,,0,,,1 bis 10,
TechniSat Vogtland GmbH,R005064,17.08.2022,04.08.2023,Unternehmen,"Sonstiges im Bereich ""Gesundheit""",,1 bis 10.000 Euro,01/22 bis 12/22,,,,,1 bis 10,
TechniSat Teledigital GmbH,R005063,17.08.2022,04.08.2023,Unternehmen,"Sonstiges im Bereich ""Gesundheit""",,1 bis 10.000 Euro,01/22 bis 12/22,,,,,1 bis 10,
Deutsch-Taiwanische Gesellschaft e.V.,R005062,16.08.2022,18.07.2023,"Nichtstaatliche Organisation (Nichtregierungsorganisation, Plattform oder Netzwerk) (GL2022)","Außenpolitik; Auswärtige Kultur- und Bildungspolitik; Internationale Beziehungen; Menschenrechte; Sonstiges im Bereich ""Außenpolitik und internationale Beziehungen""",,1 bis 10.000 Euro,01/22 bis 12/22,,,,,1 bis 10,
LobbyKreisBerlin,R005061,16.08.2022,12.02.2024,"Nichtstaatliche Organisation (Nichtregierungsorganisation, Plattform oder Netzwerk) (GL2022)","Arbeitsmarkt; Arbeitsrecht/Arbeitsbedingungen; Sonstiges im Bereich ""Arbeit und Beschäftigung""; Außenpolitik; Internationale Beziehungen; Sonstiges im Bereich ""Außenpolitik und internationale Beziehungen""; Außenwirtschaft; Parlamentarisches Verfahren; Sonstiges im Bereich ""Bundestag""; Allgemeine Energiepolitik; EU-Binnenmarkt; EU- Gesetzgebung; Gemeinsame Außen- und Sicherheitspolitik der EU; Institutionelle Fragen der EU; Sonstiges im Bereich ""Europapolitik und Europäische Union""; Arzneimittel; Sonstiges im Bereich ""Gesundheit""; Cybersicherheit; Kriminalitätsbekämpfung; Sonstiges im Bereich ""Innere Sicherheit""; Lebensmittelsicherheit; Lebens- und Genussmittelindustrie; Sonstiges im Bereich ""Landwirtschaft und Ernährung""; Datenschutz und Informationssicherheit; Digitalisierung; Internetpolitik; Kommunikations- und Informationstechnik; Sonstiges im Bereich ""Medien, Kommunikation und Informationstechnik""; Öffentliche Finanzen, Steuern und Abgaben; Politisches Leben, Parteien; Bauwesen und Bauwirtschaft; Ländlicher Raum; Stadtentwicklung; Wohnen; Sonstiges im Bereich ""Raumordnung, Bau- und Wohnungswesen""; Sonstiges im Bereich ""Recht""; Sonstiges im Bereich ""Sport, Freizeit und Tourismus""; Sonstiges im Bereich ""Staat und Verwaltung""; Artenschutz /Biodiversität; Immissionsschutz; Klimaschutz; Nachhaltigkeit und Ressourcenschutz; Tierschutz; Sonstiges im Bereich ""Umwelt""; Güterverkehr; Luft- und Raumfahrt; Personenverkehr; Schienenverkehr; Schifffahrt; Straßenverkehr; Verkehrsinfrastruktur; Verkehrspolitik; Sonstiges im Bereich ""Verkehr""; Bundeswehrangelegenheiten; Rüstungsangelegenheiten; Verteidigungspolitik; Sonstiges im Bereich ""Verteidigung""; Automobilwirtschaft; Bank- und Finanzwesen; E-Commerce; Handel und Dienstleistungen; Handwerk; Industriepolitik; Kleine und mittlere Unternehmen; Verbraucherschutz; Versicherungswesen; Wettbewerbsrecht; Sonstiges im Bereich ""Wirtschaft""; Wissenschaft, Forschung und Technologie; Sämtliche Politikbereiche",,0 Euro,01/23 bis 12/23,,,,,0,
Konrad Grimm,R005060,16.08.2022,24.07.2023,Unternehmen,Arbeitsmarkt; Allgemeine Energiepolitik; Erneuerbare Energien; Fossile Energien; Automobilwirtschaft,,0 Euro,01/22 bis 12/22,,,,,0,
Avi Medical Operations GmbH,R005059,16.08.2022,26.03.2024,Unternehmen,Gesundheitsversorgung,,230.001 bis 240.000 Euro,01/23 bis 12/23,1.00,,,,,
Demeter e. V.,R005058,16.08.2022,–,Sonstige Organisation,Lebensmittelsicherheit,Angabe verweigert,,,,0,,,71 bis 80,
Bundesverband der Ärztlichen Leitungen Rettungsdienst Deutschland,R005057,15.08.2022,11.07.2023,Berufsverband,"Gesundheitsversorgung; Bevölkerungsschutz und Katastrophenhilfe; Öffentlicher Dienst und öffentliche Verwaltung; Wissenschaft, Forschung und Technologie",,0 Euro,01/22 bis 12/22,,,,,0,
Freiheit für Hongkong e.V.,R005056,15.08.2022,–,"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen) (GL2022)",Internationale Beziehungen; Menschenrechte; Kultur; Asyl und Flüchtlingsschutz,Angabe verweigert,,,,,,,1 bis 10,
RUAG AG,R005055,15.08.2022,15.09.2023,Unternehmen,"Außenpolitik; Internationale Beziehungen; Außenwirtschaft; Sonstiges im Bereich ""Bundestag""; Erneuerbare Energien; EU-Gesetzgebung; Gemeinsame Außen- und Sicherheitspolitik der EU; Sonstiges im Bereich ""Innere Sicherheit""; Bundeswehrangelegenheiten; Rüstungsangelegenheiten; Verteidigungspolitik; Sonstiges im Bereich ""Verteidigung""; Industriepolitik; Wissenschaft, Forschung und Technologie",,50.001 bis 60.000 Euro,01/22 bis 12/22,,,,,1 bis 10,
VPB Verband Privater Bauherren e.V.,R005054,15.08.2022,11.07.2023,"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen) (GL2022)","Allgemeine Energiepolitik; Erneuerbare Energien; Sonstiges im Bereich ""Energie""; EU-Gesetzgebung; Sonstiges im Bereich ""Europapolitik und Europäische Union""; Familienpolitik; Kinder- und Jugendpolitik; Rechte von Menschen mit Behinderung; Seniorenpolitik; Sonstiges im Bereich ""Gesellschaftspolitik und soziale Gruppen""; Gesundheitsförderung; Gesundheitsversorgung; Kultur; Öffentliche Finanzen, Steuern und Abgaben; Bauwesen und Bauwirtschaft; Ländlicher Raum; Stadtentwicklung; Wohnen; Sonstiges im Bereich ""Raumordnung, Bau- und Wohnungswesen""; Öffentliches Recht; Rechtspolitik; Zivilrecht; Sonstiges im Bereich ""Recht""; Grundsicherung; Rente/Alterssicherung; Tourismus; Öffentlicher Dienst und öffentliche Verwaltung; Immissionsschutz; Klimaschutz; Nachhaltigkeit und Ressourcenschutz; Personenverkehr; Schienenverkehr; Straßenverkehr; Verkehrsinfrastruktur; Verkehrspolitik; Handel und Dienstleistungen; Handwerk; Verbraucherschutz; Sonstiges im Bereich ""Wirtschaft""; Wissenschaft, Forschung und Technologie",,1 bis 10.000 Euro,01/22 bis 12/22,,,,,1 bis 10,
Vay Technology GmbH,R005053,15.08.2022,–,Unternehmen,"Personenverkehr; Straßenverkehr; Verkehrsinfrastruktur; Verkehrspolitik; Sonstiges im Bereich ""Verkehr""",,1 bis 10.000 Euro,01/21 bis 12/21,,,,,1 bis 10,
PFAD Bundesverband e.V.,R005052,15.08.2022,06.11.2023,Sonstige Organisation,"Sonstiges im Bereich ""Bildung und Erziehung""; Familienpolitik; Kinder- und Jugendpolitik; Sonstiges im Bereich ""Gesellschaftspolitik und soziale Gruppen""; Politisches Leben, Parteien; Sonstiges im Bereich ""Recht""; Rente/Alterssicherung; Sonstiges im Bereich ""Soziale Sicherung""",Angabe verweigert,,,,,,"Die finanziellen Aufwendungen für die reine Interessenvertretung ist nicht kalkulierbar, da sie in das Gesamtspektrum der Aufgaben eines Dachverbandes der Selbsthilfe eingebunden ist.",11 bis 20,
Hitachi Energy Germany AG,R005051,15.08.2022,17.01.2024,Unternehmen,"Allgemeine Energiepolitik; Energienetze; Erneuerbare Energien; Fossile Energien; Sonstiges im Bereich ""Energie""; EU-Binnenmarkt; EU-Gesetzgebung; Schienenverkehr; Verkehrsinfrastruktur; Automobilwirtschaft; Wissenschaft, Forschung und Technologie",,40.001 bis 50.000 Euro,04/22 bis 03/23,,,,,0,
Bundesverband der Clusterkopfschmerz-Selbsthilfe-Gruppen (CSG) e.,R005050,15.08.2022,23.04.2024,Privatrechtliche Organisation,"Gesundheitsförderung; Gesundheitsversorgung; Sonstiges im Bereich ""Gesundheit""; Krankenversicherung; Sonstiges im Bereich ""Soziale Sicherung""",,0 Euro,01/23 bis 12/23,0.00,,,,,
Hans-Joachim Krüger,R005049,13.08.2022,18.04.2024,Privatperson,"Rechtsstellung der Abgeordneten; Sonstiges im Bereich ""Bundestag""; Ländlicher Raum; Wohnen; Grundsicherung; Krankenversicherung; Rente /Alterssicherung",,0 Euro,01/23 bis 12/23,0.00,0,,,,
Klimarunde BAU,R005048,12.08.2022,08.08.2023,"Nichtstaatliche Organisation (Nichtregierungsorganisation, Plattform oder Netzwerk) (GL2022)","Allgemeine Energiepolitik; Energienetze; Erneuerbare Energien; Bauwesen und Bauwirtschaft; Stadtentwicklung; Wohnen; Sonstiges im Bereich ""Raumordnung, Bau- und Wohnungswesen""; Klimaschutz; Nachhaltigkeit und Ressourcenschutz; Verkehrsinfrastruktur",,0 Euro,01/22 bis 12/22,,0,,,0,
Stiftung Initiative Mehrweg,R005047,12.08.2022,24.08.2023,"Nichtstaatliche Organisation (Nichtregierungsorganisation, Plattform oder Netzwerk) (GL2022)","Nachhaltigkeit und Ressourcenschutz; Sonstiges im Bereich ""Wirtschaft""",,90.001 bis 100.000 Euro,01/22 bis 12/22,,,,,1 bis 10,
CRIF GmbH,R005046,12.08.2022,04.07.2023,Unternehmen,"Parlamentarisches Verfahren; EU-Gesetzgebung; Sonstiges im Bereich ""Europapolitik und Europäische Union""; Datenschutz und Informationssicherheit; Digitalisierung; Rechtspolitik; Bank- und Finanzwesen; E-Commerce; Handel und Dienstleistungen; Verbraucherschutz; Versicherungswesen",,380.001 bis 390.000 Euro,01/22 bis 12/22,,,,,1 bis 10,
Gasfin Development S.A.,R005045,11.08.2022,30.06.2023,Unternehmen,"Erneuerbare Energien; Fossile Energien; Sonstiges im Bereich ""Energie""; Infrastrukturentwicklung",,0 Euro,01/21 bis 12/21,,,,,11 bis 20,
techreach GmbH,R005044,11.08.2022,30.08.2023,Unternehmen,"EU-Gesetzgebung; Datenschutz und Informationssicherheit; Digitalisierung; Internetpolitik; Öffentliche Finanzen, Steuern und Abgaben; Bank- und Finanzwesen; E-Commerce; Handel und Dienstleistungen; Kleine und mittlere Unternehmen; Verbraucherschutz",,1 bis 10.000 Euro,01/22 bis 12/22,,,,,1 bis 10,
Bauerfeind AG,R005043,11.08.2022,07.08.2023,Unternehmen,"Arbeitsmarkt; Arbeitsrecht/Arbeitsbedingungen; Sonstiges im Bereich ""Arbeit und Beschäftigung""; Allgemeine Energiepolitik; EU-Binnenmarkt; EU- Gesetzgebung; Rechte von Menschen mit Behinderung; Gesundheitsförderung; Gesundheitsversorgung; Pflege; Sonstiges im Bereich ""Gesundheit""; Datenschutz und Informationssicherheit; Digitalisierung; Urheberrecht; Werbung; Öffentliches Recht; Sonstiges im Bereich ""Recht""; Krankenversicherung; Pflegeversicherung; Unfallversicherung; Öffentlicher Dienst und öffentliche Verwaltung; Nachhaltigkeit und Ressourcenschutz; E-Commerce; Handel und Dienstleistungen; Kleine und mittlere Unternehmen; Versicherungswesen; Wettbewerbsrecht; Wissenschaft, Forschung und Technologie",,100.001 bis 110.000 Euro,01/22 bis 12/22,,,,,1 bis 10,
Bundesstiftung Gleichstellung,R005042,11.08.2022,29.03.2023,"Öffentlich-rechtliche Organisation (z. B. Körperschaften, Anstalten und Stiftungen des öffentlichen Rechts) (GL2022)","Arbeitsmarkt; Arbeitsrecht/Arbeitsbedingungen; Sonstiges im Bereich ""Arbeit und Beschäftigung""; Diversitätspolitik; Familienpolitik; Geschlechterpolitik; Kinder- und Jugendpolitik; Rechte von Menschen mit Behinderung; Religion/Weltanschauung; Seniorenpolitik; Sonstiges im Bereich ""Gesellschaftspolitik und soziale Gruppen""; Sonstiges im Bereich ""Gesundheit""; Kultur; Sonstiges im Bereich ""Migration, Flüchtlingspolitik und Integration""; Öffentliche Finanzen, Steuern und Abgaben; Sonstiges im Bereich ""Soziale Sicherung""; Öffentlicher Dienst und öffentliche Verwaltung; Sonstiges im Bereich ""Staat und Verwaltung""; Klimaschutz; Nachhaltigkeit und Ressourcenschutz; Sonstiges im Bereich ""Umwelt""; Sonstiges im Bereich ""Wirtschaft""; Wissenschaft, Forschung und Technologie; Gender Mainstreaming",,70.001 bis 80.000 Euro,05/21 bis 12/21,,,,,1 bis 10,
Société Générale Insurance,R005041,11.08.2022,24.07.2023,Unternehmen,Versicherungswesen,,30.001 bis 40.000 Euro,01/22 bis 12/22,,,,,0,
Hans-Joerg Tangermann,R005040,11.08.2022,17.09.2023,"Beratungsunternehmen, selbständige Beraterin oder selbständiger Berater","Berufliche Bildung; Hochschulbildung; Allgemeine Energiepolitik; Erneuerbare Energien; Sonstiges im Bereich ""Energie""; Arzneimittel; Gesundheitsförderung; Gesundheitsversorgung; Sonstiges im Bereich ""Gesundheit""; Lebensmittelsicherheit; Sonstiges im Bereich ""Landwirtschaft und Ernährung""; Immissionsschutz; Klimaschutz; Wissenschaft, Forschung und Technologie",Angabe verweigert,,,,,,,1 bis 10,
Solar Cluster Baden-Württemberg e.V.,R005039,11.08.2022,26.06.2023,Wirtschaftsverband oder Gewerbeverband/-verein,Allgemeine Energiepolitik; Erneuerbare Energien; Klimaschutz,,1 bis 10.000 Euro,01/22 bis 12/22,,,,,1 bis 10,
Bayerisches Dachdeckerhandwerk - Landesinnungsverband,R005038,11.08.2022,13.07.2023,Arbeitgeberverband,"Arbeitsmarkt; Arbeitsrecht/Arbeitsbedingungen; Sonstiges im Bereich ""Arbeit und Beschäftigung""; Berufliche Bildung; Erneuerbare Energien; Bauwesen und Bauwirtschaft; Öffentliches Recht; Zivilrecht; Sonstiges im Bereich ""Staat und Verwaltung""; Nachhaltigkeit und Ressourcenschutz; Sonstiges im Bereich ""Umwelt""; Handwerk",,1 bis 10.000 Euro,01/22 bis 12/22,,,,,1 bis 10,
Swappie OY,R005037,11.08.2022,18.07.2023,Unternehmen,"Arbeitsmarkt; Arbeitsrecht/Arbeitsbedingungen; Sonstiges im Bereich ""Arbeit und Beschäftigung""; Sonstiges im Bereich ""Bildung und Erziehung""; EU- Binnenmarkt; EU-Gesetzgebung; Datenschutz und Informationssicherheit; Digitalisierung; Internetpolitik; Massenmedien; Urheberrecht; Werbung; Öffentliche Finanzen, Steuern und Abgaben; Klimaschutz; Nachhaltigkeit und Ressourcenschutz; Sonstiges im Bereich ""Umwelt""; E- Commerce; Handel und Dienstleistungen; Verbraucherschutz; Wissenschaft, Forschung und Technologie",,20.001 bis 30.000 Euro,01/22 bis 12/22,,,,,1 bis 10,
Paul Nevoigt,R005036,11.08.2022,–,Privatperson,"Wahlrecht; Aufarbeitung SED-Unrecht; Gewährleistung gleichwertiger Lebensverhältnisse; Diversitätspolitik; Geschlechterpolitik; Rechte von Menschen mit Behinderung; Pflege; Bevölkerungsschutz und Katastrophenhilfe; Kriminalitätsbekämpfung; Opferschutz; Öffentliche Finanzen, Steuern und Abgaben; Politisches Leben, Parteien; Öffentliches Recht; Rechtspolitik; Strafrecht; Zivilrecht; Sonstiges im Bereich ""Recht""; Arbeitslosenversicherung; Grundsicherung; Krankenversicherung; Pflegeversicherung; Rente /Alterssicherung; Unfallversicherung; Sonstiges im Bereich ""Soziale Sicherung""; Öffentlicher Dienst und öffentliche Verwaltung; Staatsorganisation; Verwaltungstransparenz/Open Government; Sonstiges im Bereich ""Staat und Verwaltung""; Bank- und Finanzwesen; Handel und Dienstleistungen; Verbraucherschutz; Wettbewerbsrecht","Keine Angaben, da noch kein Geschäftsjahr vollständig abgeschlossen wurde.",,,,,,,0,
Doctors for Choice Germany e.V.,R005035,10.08.2022,27.12.2023,"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen) (GL2022)",Gesundheitsversorgung,,0 Euro,01/22 bis 12/22,,,,,1 bis 10,
Cardif Allgemeine Versicherung Zweigniederlassungen für,R005034,10.08.2022,09.08.2023,Unternehmen,Versicherungswesen,,1 bis 10.000 Euro,01/22 bis 12/22,,,,,1 bis 10,
Landesarbeitsgemeinschaft Agenda 21 NRW e.V.,R005033,10.08.2022,08.09.2023,"Nichtstaatliche Organisation (Nichtregierungsorganisation, Plattform oder Netzwerk) (GL2022)","Entwicklungspolitik; Sonstiges im Bereich ""Landwirtschaft und Ernährung""; Digitalisierung; Öffentliche Finanzen, Steuern und Abgaben; Ländlicher Raum; Stadtentwicklung; Wohnen; Öffentliches Recht; Sonstiges im Bereich ""Sport, Freizeit und Tourismus""; Öffentlicher Dienst und öffentliche Verwaltung; Verwaltungstransparenz /Open Government; Sonstiges im Bereich ""Staat und Verwaltung""; Artenschutz/Biodiversität; Klimaschutz; Nachhaltigkeit und Ressourcenschutz; Verkehrspolitik; Verbraucherschutz; Wissenschaft, Forschung und Technologie",,1 bis 10.000 Euro,01/22 bis 12/22,,,,,1 bis 10,
ELP GmbH European Logistic Partners,R005032,10.08.2022,07.07.2023,Unternehmen,Bevölkerungsschutz und Katastrophenhilfe; Extremismusbekämpfung; Kriminalitätsbekämpfung; Terrorismusbekämpfung; Rüstungsangelegenheiten; Kleine und mittlere Unternehmen,,0 Euro,01/22 bis 12/22,,,,,0,
fiskaly GmbH,R005031,10.08.2022,19.03.2024,Unternehmen,"Parlamentarisches Verfahren; Sonstiges im Bereich ""Bundestag""; EU-Gesetzgebung; Sonstiges im Bereich ""Europapolitik und Europäische Union""; Cybersicherheit; Sonstiges im Bereich ""Innere Sicherheit""; Datenschutz und Informationssicherheit; Digitalisierung; Internetpolitik; Kommunikations- und Informationstechnik; Sonstiges im Bereich ""Medien, Kommunikation und Informationstechnik""; Öffentliche Finanzen, Steuern und Abgaben; Zivilrecht; Sonstiges im Bereich ""Recht""; Bank- und Finanzwesen; E-Commerce; Handel und Dienstleistungen; Kleine und mittlere Unternehmen; Sonstiges im Bereich ""Wirtschaft""; Wissenschaft, Forschung und Technologie; eIDAS, elektronische Signaturen, elektronische Belege",,60.001 bis 70.000 Euro,01/22 bis 12/22,,,,,1 bis 10,
Feministische Medizin e.V.,R005030,09.08.2022,31.08.2023,"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen) (GL2022)","Arbeitsrecht/Arbeitsbedingungen; Menschenrechte; Berufliche Bildung; Hochschulbildung; Schulische Bildung; Vorschulische Bildung; Diversitätspolitik; Familienpolitik; Geschlechterpolitik; Kinder- und Jugendpolitik; Rechte von Menschen mit Behinderung; Seniorenpolitik; Sonstiges im Bereich ""Gesellschaftspolitik und soziale Gruppen""; Arzneimittel; Gesundheitsförderung; Gesundheitsversorgung; Pflege; Sonstiges im Bereich ""Gesundheit""; Politisches Leben, Parteien; Krankenversicherung; Pflegeversicherung; Klimaschutz; Nachhaltigkeit und Ressourcenschutz; Wissenschaft, Forschung und Technologie; Intersektionaler Feminismus, Gleichberechtigung, Medizin und Gesundheitswesen",,0 Euro,01/22 bis 12/22,,,,,0,
Dr. Frank Schauff,R005029,09.08.2022,15.09.2023,"Beratungsunternehmen, selbständige Beraterin oder selbständiger Berater","Arbeitsmarkt; Arbeitsrecht/Arbeitsbedingungen; Sonstiges im Bereich ""Arbeit und Beschäftigung""; Außenpolitik; Internationale Beziehungen; Sonstiges im Bereich ""Außenpolitik und internationale Beziehungen""; Außenwirtschaft; Parlamentarisches Verfahren; Sonstiges im Bereich ""Bundestag""; Allgemeine Energiepolitik; Erneuerbare Energien; Entwicklungspolitik; EU-Gesetzgebung; Gemeinsame Außen- und Sicherheitspolitik der EU; Öffentliche Finanzen, Steuern und Abgaben; Politisches Leben, Parteien; Arbeitslosenversicherung; Grundsicherung; Krankenversicherung; Sonstiges im Bereich ""Soziale Sicherung""; Automobilwirtschaft; Bank- und Finanzwesen; Industriepolitik",,1 bis 10.000 Euro,01/22 bis 12/22,,,,,0,
INNIO Jenbacher Deutschland GmbH,R005028,09.08.2022,23.04.2024,Unternehmen,Allgemeine Energiepolitik; Erneuerbare Energien; Fossile Energien; Immissionsschutz; Klimaschutz; Nachhaltigkeit und Ressourcenschutz; Industriepolitik; Kleine und mittlere Unternehmen,,80.001 bis 90.000 Euro,01/22 bis 12/22,,,,,1 bis 10,3
Rheinbahn AG,R005027,09.08.2022,28.07.2023,Unternehmen,Personenverkehr,,190.001 bis 200.000 Euro,01/21 bis 12/21,,,,,1 bis 10,
Samsung Electronics Europe,R005026,08.08.2022,26.03.2024,Unternehmen,Außenpolitik; Internationale Beziehungen; Außenwirtschaft; Datenschutz und Informationssicherheit; Digitalisierung; Internetpolitik; Kommunikations- und Informationstechnik,,0 Euro,01/22 bis 12/22,,,,,1 bis 10,
"Samsung Electronics Co., Ltd.",R005025,08.08.2022,26.03.2024,Unternehmen,Außenpolitik; Internationale Beziehungen; Außenwirtschaft; Datenschutz und Informationssicherheit; Digitalisierung; Internetpolitik; Kommunikations- und Informationstechnik,,0 Euro,01/22 bis 12/22,,,,,1 bis 10,
SHARE NOW GmbH,R005024,08.08.2022,16.06.2023,Unternehmen,Stadtentwicklung; Straßenverkehr; Verkehrsinfrastruktur; Verkehrspolitik,,10.001 bis 20.000 Euro,01/22 bis 12/22,,,,,1 bis 10,
SKM Consultants,R005023,08.08.2022,06.12.2023,"Beratungsunternehmen, selbständige Beraterin oder selbständiger Berater","Parlamentarisches Verfahren; Allgemeine Energiepolitik; Energienetze; Erneuerbare Energien; Entwicklungspolitik; EU-Gesetzgebung; Arzneimittel; Gesundheitsförderung; Gesundheitsversorgung; Pflege; Sonstiges im Bereich ""Gesundheit""; Bevölkerungsschutz und Katastrophenhilfe; Cybersicherheit; Kriminalitätsbekämpfung; Kultur; Land- und Forstwirtschaft; Lebensmittelsicherheit; Lebens- und Genussmittelindustrie; Sonstiges im Bereich ""Landwirtschaft und Ernährung""; Datenschutz und Informationssicherheit; Digitalisierung; Internetpolitik; Kommunikations- und Informationstechnik; Massenmedien; Meinungs- und Pressefreiheit; Urheberrecht; Werbung; Sonstiges im Bereich ""Medien, Kommunikation und Informationstechnik""; Öffentliche Finanzen, Steuern und Abgaben; Politisches Leben, Parteien; Bauwesen und Bauwirtschaft; Ländlicher Raum; Stadtentwicklung; Wohnen; Sonstiges im Bereich ""Raumordnung, Bau- und Wohnungswesen""; Öffentliches Recht; Rechtspolitik; Tourismus; Öffentlicher Dienst und öffentliche Verwaltung; Artenschutz /Biodiversität; Immissionsschutz; Klimaschutz; Nachhaltigkeit und Ressourcenschutz; Luft- und Raumfahrt; Verkehrsinfrastruktur; Verkehrspolitik; Sonstiges im Bereich ""Verkehr""; Rüstungsangelegenheiten; Verteidigungspolitik; Automobilwirtschaft; E-Commerce; Handel und Dienstleistungen; Industriepolitik; Kleine und mittlere Unternehmen; Verbraucherschutz; Wettbewerbsrecht; Wissenschaft, Forschung und Technologie",,110.001 bis 120.000 Euro,01/22 bis 12/22,,,,,1 bis 10,
